id,Length,Height,Whole weight,Sex_I,Sex_M,DimensionsCluster,Rings
40675,0.59,0.165,1.1435,0,0,0,9
40676,0.56,0.16,0.8705,0,0,0,13
40677,0.31,0.07,0.16,1,0,1,7
40678,0.53,0.14,0.7665,0,1,0,8
40679,0.69,0.18,1.6685,0,1,2,11
40680,0.465,0.105,0.441,1,0,1,9
40681,0.295,0.075,0.1075,1,0,1,5
40682,0.595,0.15,1.1185,0,1,0,10
40683,0.52,0.125,0.6905,0,1,0,9
40684,0.4,0.09,0.3025,1,0,1,6
40685,0.545,0.14,0.6265,1,0,0,9
40686,0.53,0.14,0.6765,0,1,0,8
40687,0.5,0.11,0.594,0,0,1,7
40688,0.57,0.12,0.8115,1,0,0,10
40689,0.595,0.165,1.0265,0,1,0,10
40690,0.56,0.145,0.813,0,1,0,10
40691,0.52,0.14,0.732,0,1,0,9
40692,0.44,0.1,0.3515,1,0,1,9
40693,0.575,0.155,0.966,0,0,0,10
40694,0.545,0.155,0.8145,0,0,0,11
40695,0.295,0.08,0.1285,1,0,1,6
40696,0.6,0.16,1.073,0,1,0,9
40697,0.55,0.125,0.741,1,0,0,9
40698,0.51,0.115,0.66,0,0,0,8
40699,0.585,0.135,0.997,0,0,0,12
40700,0.42,0.095,0.3215,1,0,1,7
40701,0.57,0.16,0.9615,0,1,0,10
40702,0.35,0.08,0.18,1,0,1,8
40703,0.6,0.16,1.233,0,1,2,11
40704,0.605,0.165,1.1685,0,1,0,10
40705,0.68,0.19,1.4385,0,0,2,12
40706,0.705,0.185,1.7925,0,1,2,12
40707,0.6,0.135,1.053,1,0,0,13
40708,0.585,0.16,0.984,0,1,0,9
40709,0.47,0.13,0.5265,0,1,1,8
40710,0.55,0.16,0.7715,0,0,0,13
40711,0.395,0.1,0.2885,1,0,1,9
40712,0.25,0.065,0.074,1,0,1,3
40713,0.305,0.08,0.133,1,0,1,6
40714,0.325,0.085,0.1455,1,0,1,5
40715,0.635,0.16,1.3165,0,1,2,11
40716,0.63,0.16,1.2415,0,1,2,10
40717,0.62,0.165,1.0405,0,0,0,10
40718,0.475,0.105,0.4645,0,1,1,13
40719,0.2,0.045,0.0245,1,0,1,4
40720,0.385,0.09,0.2435,1,0,1,7
40721,0.51,0.175,0.7635,0,1,0,16
40722,0.57,0.15,0.8145,0,0,0,9
40723,0.515,0.125,0.7395,0,1,0,15
40724,0.525,0.125,0.7655,1,0,0,8
40725,0.37,0.1,0.226,1,0,1,8
40726,0.495,0.125,0.5945,1,0,1,7
40727,0.495,0.14,0.724,0,0,0,9
40728,0.705,0.18,1.7725,0,0,2,11
40729,0.45,0.115,0.3975,0,0,1,8
40730,0.435,0.1,0.3505,1,0,1,7
40731,0.59,0.16,1.1415,0,0,0,11
40732,0.515,0.13,0.6655,0,1,0,10
40733,0.425,0.1,0.3015,1,0,1,8
40734,0.58,0.13,0.782,0,1,0,8
40735,0.565,0.16,0.9245,0,1,0,12
40736,0.57,0.13,0.858,0,1,0,9
40737,0.61,0.145,1.013,1,0,0,9
40738,0.585,0.15,1.0265,0,1,0,13
40739,0.58,0.17,1.1325,0,1,0,10
40740,0.55,0.135,0.804,1,0,0,7
40741,0.685,0.18,1.494,0,1,2,11
40742,0.67,0.175,1.3825,0,0,2,11
40743,0.45,0.115,0.4895,1,0,1,7
40744,0.61,0.14,1.1005,0,1,0,9
40745,0.5,0.12,0.636,0,1,0,9
40746,0.535,0.12,0.7455,1,0,0,9
40747,0.485,0.11,0.5065,1,0,1,9
40748,0.565,0.14,0.9555,0,1,0,8
40749,0.47,0.145,0.495,0,0,1,9
40750,0.655,0.21,2.173,0,0,2,13
40751,0.35,0.085,0.1755,1,0,1,6
40752,0.55,0.175,0.908,0,1,0,16
40753,0.675,0.165,1.3135,0,0,2,17
40754,0.535,0.135,0.7045,0,0,0,12
40755,0.515,0.155,0.6935,1,0,0,12
40756,0.36,0.1,0.2,1,0,1,7
40757,0.605,0.175,1.0985,0,1,0,14
40758,0.615,0.175,1.0305,0,1,0,10
40759,0.42,0.105,0.3685,1,0,1,8
40760,0.6,0.155,1.023,0,1,0,15
40761,0.575,0.155,1.1255,0,1,0,9
40762,0.68,0.18,1.9385,0,1,2,14
40763,0.605,0.16,1.0735,0,0,0,19
40764,0.505,0.115,0.6785,0,0,0,11
40765,0.7,0.185,1.6195,0,1,2,10
40766,0.37,0.09,0.214,1,0,1,7
40767,0.625,0.16,1.2435,0,0,2,9
40768,0.55,0.175,0.8285,0,1,0,11
40769,0.325,0.075,0.163,1,0,1,5
40770,0.63,0.15,1.0145,0,1,0,10
40771,0.625,0.15,0.953,0,0,0,16
40772,0.62,0.195,1.2415,0,0,2,12
40773,0.595,0.15,1.065,0,1,0,12
40774,0.665,0.205,1.5275,0,1,2,11
40775,0.37,0.085,0.2225,1,0,1,7
40776,0.45,0.135,0.4775,1,0,1,7
40777,0.57,0.135,0.9285,0,0,0,12
40778,0.67,0.21,1.6645,0,1,2,9
40779,0.555,0.155,0.813,0,1,0,14
40780,0.25,0.045,0.0745,1,0,1,6
40781,0.655,0.175,1.62,0,0,2,12
40782,0.37,0.075,0.1845,1,0,1,7
40783,0.64,0.175,1.3325,0,1,2,11
40784,0.405,0.09,0.2915,1,0,1,8
40785,0.565,0.15,0.8715,0,0,0,10
40786,0.59,0.195,1.1445,0,1,0,23
40787,0.505,0.14,0.6435,0,0,0,10
40788,0.525,0.135,0.7665,0,1,0,8
40789,0.28,0.075,0.1065,0,1,1,6
40790,0.525,0.13,0.6095,1,0,0,9
40791,0.505,0.12,0.6445,1,0,0,8
40792,0.275,0.06,0.097,1,0,1,5
40793,0.415,0.13,0.3625,0,1,1,9
40794,0.615,0.165,1.1345,0,0,0,10
40795,0.535,0.145,0.6855,1,0,0,9
40796,0.61,0.17,1.2255,0,0,2,12
40797,0.57,0.135,0.7905,1,0,0,8
40798,0.485,0.12,0.547,0,1,1,10
40799,0.61,0.16,1.066,0,1,0,9
40800,0.615,0.185,1.1835,0,1,0,18
40801,0.545,0.145,0.7605,0,1,0,9
40802,0.53,0.165,0.9885,0,0,0,9
40803,0.565,0.145,0.9945,0,0,0,10
40804,0.535,0.13,0.7535,0,1,0,9
40805,0.385,0.085,0.271,1,0,1,6
40806,0.725,0.185,1.7825,0,0,2,11
40807,0.58,0.15,1.053,0,1,0,9
40808,0.45,0.105,0.3615,1,0,1,8
40809,0.465,0.125,0.5125,1,0,1,9
40810,0.58,0.15,0.923,0,0,0,14
40811,0.605,0.15,0.92,0,1,0,8
40812,0.515,0.135,0.573,1,0,1,8
40813,0.635,0.185,1.3685,0,1,2,17
40814,0.445,0.1,0.3675,1,0,1,7
40815,0.57,0.13,0.7665,1,0,0,8
40816,0.235,0.055,0.048,1,0,1,5
40817,0.58,0.155,0.9995,0,1,0,9
40818,0.645,0.185,1.3705,0,1,2,12
40819,0.635,0.19,1.539,0,1,2,15
40820,0.52,0.12,0.58,0,1,1,16
40821,0.585,0.16,1.0155,0,0,0,11
40822,0.56,0.15,0.907,0,1,0,10
40823,0.52,0.135,0.581,1,0,1,10
40824,0.575,0.16,1.065,0,1,0,20
40825,0.51,0.125,0.5395,0,0,1,10
40826,0.625,0.18,1.053,0,1,0,18
40827,0.465,0.11,0.4625,1,0,1,8
40828,0.7,0.2,1.6705,0,0,2,12
40829,0.535,0.145,0.858,0,0,0,9
40830,0.435,0.115,0.3615,0,1,1,10
40831,0.615,0.155,1.1135,0,0,0,11
40832,0.54,0.135,0.8515,1,0,0,14
40833,0.335,0.08,0.2225,1,0,1,6
40834,0.65,0.165,1.7605,0,0,2,12
40835,0.235,0.06,0.0615,1,0,1,5
40836,0.555,0.14,0.8665,0,1,0,9
40837,0.385,0.1,0.2685,1,0,1,7
40838,0.315,0.07,0.1295,1,0,1,5
40839,0.535,0.13,0.7105,0,0,0,9
40840,0.375,0.09,0.281,1,0,1,7
40841,0.445,0.1,0.4335,1,0,1,8
40842,0.51,0.14,0.769,0,1,0,8
40843,0.475,0.12,0.543,1,0,1,8
40844,0.575,0.15,0.9685,0,0,0,9
40845,0.48,0.115,0.4975,1,0,1,9
40846,0.375,0.1,0.2715,1,0,1,6
40847,0.53,0.14,0.7735,1,0,0,8
40848,0.565,0.14,0.796,0,0,0,9
40849,0.56,0.14,0.876,0,1,0,14
40850,0.655,0.175,1.373,0,1,2,17
40851,0.43,0.11,0.3915,1,0,1,7
40852,0.62,0.16,1.056,0,1,0,9
40853,0.62,0.15,1.1335,0,1,0,8
40854,0.5,0.145,0.6675,0,0,0,12
40855,0.58,0.165,0.974,0,0,0,12
40856,0.61,0.175,1.2135,0,1,2,18
40857,0.625,0.175,1.2075,0,1,2,9
40858,0.44,0.11,0.3645,1,0,1,7
40859,0.5,0.13,0.6235,1,0,0,10
40860,0.155,0.035,0.0175,0,1,1,5
40861,0.425,0.11,0.566,1,0,1,8
40862,0.58,0.135,0.8705,0,1,0,10
40863,0.29,0.075,0.082,1,0,1,5
40864,0.535,0.12,0.6215,1,0,0,9
40865,0.165,0.025,0.019,1,0,1,3
40866,0.31,0.075,0.1515,1,0,1,7
40867,0.55,0.175,0.974,0,1,0,16
40868,0.61,0.15,1.0025,0,0,0,8
40869,0.575,0.14,0.9245,0,1,0,12
40870,0.655,0.175,1.4385,0,0,2,12
40871,0.45,0.13,0.458,0,0,1,10
40872,0.55,0.165,0.7575,0,0,0,8
40873,0.41,0.095,0.3075,1,0,1,7
40874,0.57,0.145,0.9585,0,0,0,13
40875,0.58,0.16,0.981,0,0,0,9
40876,0.71,0.215,1.9485,0,0,2,16
40877,0.485,0.125,0.5885,0,1,1,10
40878,0.595,0.17,1.0745,0,1,0,12
40879,0.66,0.205,1.3905,0,0,2,11
40880,0.57,0.15,0.974,0,1,0,9
40881,0.3,0.08,0.127,1,0,1,6
40882,0.47,0.105,0.4965,1,0,1,9
40883,0.605,0.165,1.406,0,0,2,18
40884,0.37,0.1,0.2225,1,0,1,8
40885,0.56,0.14,0.83,0,1,0,10
40886,0.495,0.135,0.6335,0,1,0,10
40887,0.645,0.18,1.664,0,0,2,11
40888,0.56,0.15,0.772,1,0,0,9
40889,0.555,0.155,0.728,0,0,0,11
40890,0.2,0.055,0.04,1,0,1,4
40891,0.575,0.14,0.944,1,0,0,9
40892,0.5,0.145,0.6295,0,1,0,9
40893,0.315,0.08,0.1235,1,0,1,6
40894,0.585,0.145,0.9115,1,0,0,10
40895,0.575,0.165,0.942,0,1,0,9
40896,0.59,0.155,1.1735,0,1,0,16
40897,0.465,0.115,0.4195,1,0,1,7
40898,0.605,0.175,1.0225,0,1,0,10
40899,0.66,0.185,1.463,0,1,2,15
40900,0.57,0.165,0.9465,0,1,0,13
40901,0.295,0.075,0.1285,1,0,1,7
40902,0.37,0.085,0.2505,1,0,1,8
40903,0.5,0.125,0.6275,0,1,0,7
40904,0.595,0.15,1.0165,0,1,0,10
40905,0.36,0.09,0.2465,1,0,1,8
40906,0.66,0.18,1.4385,0,1,2,18
40907,0.565,0.145,0.8115,0,1,0,12
40908,0.51,0.12,0.515,1,0,1,8
40909,0.575,0.135,0.8295,1,0,0,9
40910,0.68,0.19,1.551,0,1,2,12
40911,0.18,0.04,0.046,1,0,1,5
40912,0.695,0.175,1.5175,0,0,2,11
40913,0.69,0.195,1.8375,0,1,2,11
40914,0.595,0.14,0.9205,0,0,0,10
40915,0.59,0.145,0.9765,0,1,0,9
40916,0.5,0.14,0.7025,0,0,0,13
40917,0.6,0.185,1.1095,0,0,0,13
40918,0.5,0.13,0.6245,0,1,0,9
40919,0.53,0.14,0.6845,1,0,0,8
40920,0.295,0.08,0.128,1,0,1,6
40921,0.43,0.115,0.478,0,0,1,8
40922,0.315,0.075,0.1455,1,0,1,6
40923,0.625,0.15,1.0875,0,0,0,9
40924,0.545,0.16,0.9455,0,1,0,14
40925,0.635,0.18,1.3745,0,0,2,19
40926,0.5,0.135,0.6355,0,0,0,8
40927,0.435,0.09,0.3275,1,0,1,7
40928,0.5,0.14,0.6245,0,0,0,11
40929,0.59,0.15,1.1165,0,1,0,11
40930,0.49,0.14,0.6175,0,0,0,13
40931,0.435,0.105,0.4075,1,0,1,7
40932,0.575,0.155,1.0805,0,1,0,13
40933,0.525,0.13,0.7635,0,1,0,11
40934,0.46,0.12,0.4165,1,0,1,8
40935,0.62,0.155,1.0765,0,0,0,9
40936,0.495,0.135,0.568,0,0,1,9
40937,0.595,0.15,1.0045,0,1,0,10
40938,0.385,0.1,0.252,1,0,1,7
40939,0.36,0.09,0.1885,1,0,1,7
40940,0.52,0.14,0.6935,0,1,0,8
40941,0.53,0.13,0.724,0,0,0,12
40942,0.215,0.05,0.0515,1,0,1,5
40943,0.46,0.115,0.3705,0,1,1,7
40944,0.53,0.14,0.8295,0,1,0,19
40945,0.435,0.105,0.3715,1,0,1,8
40946,0.615,0.155,1.107,0,1,0,9
40947,0.71,0.2,1.827,0,0,2,17
40948,0.21,0.055,0.041,1,0,1,5
40949,0.485,0.11,0.578,1,0,1,7
40950,0.45,0.12,0.41,1,0,1,8
40951,0.61,0.14,1.022,0,0,0,11
40952,0.455,0.11,0.4545,0,0,1,8
40953,0.58,0.15,0.879,0,1,0,10
40954,0.55,0.13,0.9665,1,0,0,9
40955,0.56,0.135,0.7585,0,0,0,10
40956,0.46,0.11,0.438,1,0,1,8
40957,0.7,0.185,1.742,0,0,2,10
40958,0.325,0.075,0.1785,1,0,1,6
40959,0.66,0.2,1.5245,0,0,2,11
40960,0.66,0.18,1.4685,0,0,2,12
40961,0.51,0.135,0.6335,1,0,0,8
40962,0.505,0.13,0.6295,0,1,0,9
40963,0.475,0.15,0.5475,0,0,1,14
40964,0.615,0.155,1.0805,0,0,0,10
40965,0.64,0.22,1.5165,0,1,2,16
40966,0.595,0.155,1.116,0,1,0,10
40967,0.63,0.175,1.2935,0,1,2,9
40968,0.6,0.155,1.04,0,1,0,11
40969,0.58,0.16,0.9555,0,0,0,11
40970,0.57,0.165,0.966,0,1,0,13
40971,0.55,0.14,0.86,0,0,0,8
40972,0.575,0.135,0.83,0,0,0,9
40973,0.675,0.19,1.47,0,0,2,11
40974,0.51,0.12,0.5805,1,0,1,8
40975,0.47,0.12,0.6605,0,1,0,9
40976,0.525,0.13,0.624,0,1,0,12
40977,0.4,0.09,0.3435,1,0,1,6
40978,0.69,0.215,1.9805,0,1,2,9
40979,0.405,0.09,0.3425,1,0,1,7
40980,0.57,0.14,0.8115,0,1,0,9
40981,0.375,0.08,0.2,1,0,1,7
40982,0.56,0.155,0.879,0,0,0,12
40983,0.625,0.165,1.1025,0,0,0,7
40984,0.44,0.11,0.4495,1,0,1,8
40985,0.71,0.195,1.8395,0,0,2,11
40986,0.59,0.165,0.977,0,1,0,9
40987,0.62,0.16,1.0725,0,0,0,9
40988,0.545,0.14,0.7545,0,0,0,10
40989,0.55,0.14,0.972,0,1,0,10
40990,0.505,0.14,0.7145,0,1,0,10
40991,0.47,0.115,0.543,0,0,1,9
40992,0.28,0.075,0.1195,1,0,1,5
40993,0.65,0.17,1.3715,0,0,2,10
40994,0.28,0.08,0.1195,1,0,1,6
40995,0.525,0.135,0.72,0,1,0,10
40996,0.535,0.135,0.632,0,0,0,8
40997,0.525,0.14,0.6855,0,1,0,9
40998,0.555,0.17,0.8605,0,0,0,12
40999,0.605,0.16,1.054,0,0,0,9
41000,0.59,0.15,1.0375,0,1,0,10
41001,0.605,0.175,1.1725,0,1,0,19
41002,0.5,0.13,0.6615,0,0,0,10
41003,0.255,0.06,0.094,1,0,1,3
41004,0.36,0.1,0.2225,1,0,1,6
41005,0.415,0.1,0.354,1,0,1,7
41006,0.455,0.105,0.474,0,1,1,8
41007,0.45,0.125,0.5435,0,0,1,13
41008,0.54,0.155,0.795,1,0,0,11
41009,0.56,0.15,0.873,0,1,0,12
41010,0.585,0.15,0.9,0,1,0,14
41011,0.65,0.165,1.357,0,1,2,9
41012,0.56,0.145,0.8395,1,0,0,9
41013,0.54,0.125,0.717,0,1,0,8
41014,0.58,0.145,0.874,0,1,0,10
41015,0.405,0.1,0.335,1,0,1,7
41016,0.605,0.175,1.1185,0,1,0,11
41017,0.53,0.135,0.775,1,0,0,8
41018,0.525,0.125,0.608,0,1,0,16
41019,0.275,0.08,0.099,1,0,1,8
41020,0.595,0.13,0.919,0,1,0,10
41021,0.475,0.125,0.444,0,0,1,8
41022,0.405,0.09,0.293,1,0,1,6
41023,0.53,0.125,0.769,0,1,0,13
41024,0.235,0.05,0.0655,1,0,1,4
41025,0.535,0.15,0.8105,0,0,0,9
41026,0.55,0.13,0.712,1,0,0,9
41027,0.645,0.17,1.3955,0,0,2,11
41028,0.72,0.19,1.806,0,1,2,14
41029,0.24,0.055,0.0615,1,0,1,4
41030,0.575,0.16,0.9025,0,1,0,11
41031,0.44,0.11,0.387,1,0,1,8
41032,0.635,0.19,1.218,0,1,2,17
41033,0.595,0.17,1.1435,0,0,0,9
41034,0.515,0.14,0.612,1,0,0,8
41035,0.64,0.17,1.527,0,1,2,10
41036,0.365,0.075,0.2225,1,0,1,6
41037,0.455,0.1,0.3475,1,0,1,8
41038,0.28,0.05,0.092,1,0,1,7
41039,0.315,0.085,0.179,1,0,1,5
41040,0.66,0.2,1.6785,0,0,2,11
41041,0.57,0.14,0.857,0,1,0,9
41042,0.5,0.125,0.59,1,0,1,9
41043,0.32,0.08,0.1625,1,0,1,6
41044,0.54,0.145,0.9685,0,1,0,11
41045,0.505,0.13,0.637,1,0,0,8
41046,0.425,0.1,0.313,1,0,1,8
41047,0.505,0.145,0.6025,1,0,0,8
41048,0.575,0.135,0.8245,0,0,0,10
41049,0.665,0.185,1.6385,0,0,2,11
41050,0.565,0.15,0.8365,0,1,0,11
41051,0.58,0.15,0.894,0,1,0,11
41052,0.56,0.14,0.838,0,1,0,11
41053,0.685,0.18,1.62,0,1,2,23
41054,0.525,0.145,0.7355,0,1,0,10
41055,0.49,0.125,0.6125,0,0,0,13
41056,0.615,0.155,1.027,0,1,0,9
41057,0.62,0.18,1.0625,0,0,0,14
41058,0.67,0.215,1.908,0,0,2,16
41059,0.39,0.09,0.2625,1,0,1,6
41060,0.53,0.135,0.7455,0,0,0,8
41061,0.51,0.13,0.6275,0,1,0,8
41062,0.54,0.135,0.7365,0,0,0,10
41063,0.63,0.185,1.08,0,1,0,11
41064,0.65,0.185,1.3685,0,0,2,11
41065,0.525,0.14,0.7805,0,1,0,9
41066,0.6,0.16,1.0165,0,1,0,9
41067,0.645,0.175,1.2905,0,0,2,12
41068,0.55,0.15,1.0675,0,0,0,11
41069,0.53,0.145,0.7005,1,0,0,8
41070,0.48,0.115,0.5605,1,0,1,8
41071,0.445,0.125,0.4965,1,0,1,10
41072,0.5,0.125,0.6335,0,1,0,8
41073,0.585,0.165,1.0595,0,1,0,12
41074,0.575,0.155,0.9245,1,0,0,9
41075,0.515,0.15,0.6615,0,1,0,13
41076,0.61,0.16,1.0305,0,1,0,10
41077,0.595,0.17,1.0835,0,0,0,9
41078,0.58,0.155,0.8795,0,1,0,8
41079,0.35,0.095,0.199,0,1,1,9
41080,0.445,0.12,0.4425,0,0,1,9
41081,0.6,0.155,1.013,0,0,0,11
41082,0.53,0.13,0.7665,0,0,0,8
41083,0.635,0.16,1.2285,0,0,2,8
41084,0.6,0.15,1.1255,0,1,0,10
41085,0.525,0.13,0.717,0,1,0,8
41086,0.435,0.12,0.4225,0,1,1,12
41087,0.62,0.16,1.2035,0,1,0,12
41088,0.37,0.075,0.2025,1,0,1,6
41089,0.495,0.11,0.494,1,0,1,12
41090,0.53,0.165,0.744,0,0,0,10
41091,0.445,0.105,0.3715,1,0,1,8
41092,0.555,0.15,0.8285,0,0,0,10
41093,0.38,0.11,0.352,0,0,1,7
41094,0.375,0.09,0.2245,0,1,1,8
41095,0.62,0.17,1.2215,0,0,2,11
41096,0.545,0.135,0.6965,0,1,0,8
41097,0.61,0.14,1.273,0,1,2,8
41098,0.525,0.13,0.6805,1,0,0,9
41099,0.28,0.08,0.124,1,0,1,8
41100,0.53,0.135,0.627,0,0,0,13
41101,0.465,0.12,0.4255,1,0,1,8
41102,0.325,0.08,0.1565,1,0,1,5
41103,0.525,0.12,0.5825,1,0,1,8
41104,0.575,0.15,0.873,0,1,0,9
41105,0.405,0.1,0.3045,1,0,1,6
41106,0.6,0.17,0.9235,0,0,0,10
41107,0.505,0.13,0.6235,0,1,0,13
41108,0.555,0.14,0.8795,0,0,0,10
41109,0.61,0.17,1.0625,0,0,0,13
41110,0.275,0.06,0.097,1,0,1,6
41111,0.315,0.07,0.1455,1,0,1,6
41112,0.545,0.125,0.7085,1,0,0,9
41113,0.545,0.155,0.812,0,0,0,9
41114,0.45,0.12,0.4145,1,0,1,8
41115,0.56,0.145,0.9605,0,1,0,9
41116,0.6,0.165,1.027,0,0,0,14
41117,0.7,0.18,1.4405,0,1,2,12
41118,0.47,0.135,0.5205,0,1,1,12
41119,0.205,0.045,0.0295,1,0,1,4
41120,0.27,0.08,0.1065,1,0,1,5
41121,0.64,0.17,1.218,0,1,2,15
41122,0.355,0.095,0.2225,1,0,1,6
41123,0.53,0.145,0.7705,0,0,0,9
41124,0.485,0.14,0.521,1,0,1,9
41125,0.61,0.16,1.1135,0,0,0,9
41126,0.37,0.085,0.2715,1,0,1,7
41127,0.605,0.155,1.056,0,0,0,10
41128,0.66,0.195,1.6275,0,0,2,17
41129,0.58,0.17,0.9525,0,0,0,17
41130,0.53,0.14,0.7715,0,0,0,10
41131,0.265,0.07,0.0965,1,0,1,6
41132,0.57,0.15,0.869,0,1,0,8
41133,0.24,0.03,0.0605,1,0,1,5
41134,0.43,0.11,0.378,1,0,1,7
41135,0.645,0.195,1.4385,0,1,2,17
41136,0.575,0.165,0.9315,0,1,0,12
41137,0.185,0.045,0.029,1,0,1,5
41138,0.45,0.12,0.4495,0,1,1,8
41139,0.67,0.19,1.4385,0,1,2,11
41140,0.425,0.11,0.3265,1,0,1,8
41141,0.45,0.1,0.4995,1,0,1,8
41142,0.56,0.155,0.8815,0,1,0,11
41143,0.37,0.085,0.2485,1,0,1,6
41144,0.625,0.145,1.1345,0,0,0,12
41145,0.285,0.085,0.1385,1,0,1,5
41146,0.69,0.215,1.6275,0,0,2,19
41147,0.28,0.06,0.096,1,0,1,5
41148,0.535,0.12,0.5965,0,1,0,8
41149,0.6,0.175,1.1155,0,0,0,9
41150,0.545,0.19,0.886,0,0,0,15
41151,0.705,0.195,1.4605,0,0,2,13
41152,0.61,0.19,1.2705,0,0,2,12
41153,0.645,0.13,1.161,0,1,0,10
41154,0.645,0.195,1.5655,0,1,2,10
41155,0.615,0.155,1.065,0,0,0,9
41156,0.59,0.155,0.9745,1,0,0,9
41157,0.67,0.155,1.4045,0,0,2,9
41158,0.65,0.17,1.569,0,1,2,9
41159,0.605,0.14,1.1135,0,0,0,10
41160,0.54,0.13,0.677,1,0,0,8
41161,0.285,0.08,0.1415,1,0,1,6
41162,0.685,0.185,1.676,0,0,2,11
41163,0.415,0.1,0.3355,1,0,1,7
41164,0.545,0.155,0.835,0,1,0,14
41165,0.655,0.195,1.4155,0,1,2,17
41166,0.645,0.165,1.542,0,1,2,10
41167,0.435,0.1,0.3245,1,0,1,6
41168,0.63,0.175,1.2705,0,0,2,10
41169,0.72,0.155,1.567,0,1,2,9
41170,0.5,0.16,0.5975,0,0,0,12
41171,0.47,0.115,0.4155,1,0,1,8
41172,0.535,0.155,0.9185,0,0,0,19
41173,0.44,0.115,0.4035,1,0,1,8
41174,0.37,0.085,0.197,1,0,1,7
41175,0.245,0.06,0.096,1,0,1,5
41176,0.57,0.135,0.9045,0,0,0,12
41177,0.53,0.135,0.8365,0,1,0,9
41178,0.385,0.1,0.314,0,1,1,9
41179,0.465,0.115,0.396,0,0,1,9
41180,0.535,0.165,1.0485,0,1,0,19
41181,0.56,0.15,0.9245,0,0,0,10
41182,0.555,0.145,0.768,1,0,0,15
41183,0.595,0.17,1.11,0,0,0,9
41184,0.6,0.165,1.1355,0,1,0,10
41185,0.675,0.175,1.7495,0,1,2,16
41186,0.55,0.165,0.8715,0,1,0,8
41187,0.67,0.18,1.5475,0,1,2,11
41188,0.55,0.14,0.875,0,1,0,11
41189,0.62,0.145,1.1605,1,0,0,15
41190,0.72,0.185,1.7475,0,1,2,10
41191,0.465,0.125,0.532,0,1,1,10
41192,0.36,0.095,0.1975,1,0,1,9
41193,0.575,0.155,1.217,0,1,2,11
41194,0.525,0.15,0.6355,0,0,0,8
41195,0.685,0.2,1.6245,0,1,2,11
41196,0.565,0.15,0.9605,1,0,0,11
41197,0.595,0.16,0.9795,0,1,0,9
41198,0.38,0.105,0.226,1,0,1,9
41199,0.49,0.15,0.6885,0,0,0,9
41200,0.595,0.155,1.0725,0,1,0,13
41201,0.555,0.145,0.8525,0,0,0,9
41202,0.47,0.105,0.4725,1,0,1,8
41203,0.35,0.08,0.2,0,0,1,8
41204,0.595,0.165,0.906,0,1,0,16
41205,0.35,0.085,0.2165,0,1,1,7
41206,0.475,0.125,0.5885,1,0,1,9
41207,0.245,0.06,0.082,1,0,1,5
41208,0.33,0.075,0.179,1,0,1,5
41209,0.68,0.18,1.6195,0,1,2,10
41210,0.635,0.175,1.3305,0,1,2,9
41211,0.52,0.13,0.5725,1,0,1,9
41212,0.55,0.15,0.872,0,0,0,9
41213,0.565,0.16,1.1285,0,1,0,13
41214,0.55,0.155,0.976,0,1,0,13
41215,0.655,0.2,1.491,0,1,2,15
41216,0.535,0.135,0.8415,1,0,0,12
41217,0.335,0.095,0.1825,1,0,1,8
41218,0.62,0.155,0.972,0,0,0,10
41219,0.575,0.16,0.8705,1,0,0,10
41220,0.575,0.14,0.857,0,0,0,9
41221,0.515,0.14,0.5945,1,0,0,8
41222,0.5,0.125,0.5765,0,1,1,10
41223,0.675,0.185,1.587,0,0,2,12
41224,0.48,0.125,0.772,0,1,0,18
41225,0.61,0.155,1.0305,0,1,0,10
41226,0.615,0.15,0.927,0,1,0,8
41227,0.36,0.095,0.2545,1,0,1,7
41228,0.55,0.13,0.7545,0,0,0,8
41229,0.515,0.14,0.7155,0,0,0,12
41230,0.55,0.155,0.955,0,1,0,15
41231,0.255,0.06,0.099,1,0,1,6
41232,0.66,0.155,1.3955,0,0,2,10
41233,0.27,0.06,0.096,1,0,1,3
41234,0.475,0.125,0.4775,1,0,1,12
41235,0.575,0.175,0.9595,0,1,0,15
41236,0.6,0.125,0.8325,1,0,0,9
41237,0.645,0.215,1.528,0,0,2,16
41238,0.385,0.11,0.286,1,0,1,9
41239,0.62,0.175,1.0405,0,0,0,10
41240,0.53,0.18,0.837,0,0,0,12
41241,0.6,0.165,1.1435,0,1,0,13
41242,0.61,0.155,1.073,0,1,0,9
41243,0.495,0.12,0.589,1,0,1,7
41244,0.315,0.075,0.1975,1,0,1,6
41245,0.52,0.125,0.8115,0,1,0,8
41246,0.575,0.15,0.907,1,0,0,12
41247,0.52,0.205,0.7665,0,1,0,14
41248,0.58,0.125,0.8115,1,0,0,8
41249,0.61,0.15,1.2645,0,0,2,15
41250,0.63,0.175,1.273,0,1,2,12
41251,0.54,0.16,0.8465,0,0,0,11
41252,0.555,0.14,0.913,0,0,0,12
41253,0.445,0.12,0.4085,1,0,1,8
41254,0.54,0.13,0.868,0,1,0,15
41255,0.505,0.11,0.5825,0,0,1,10
41256,0.585,0.175,1.539,0,1,2,13
41257,0.255,0.07,0.096,1,0,1,5
41258,0.625,0.17,1.2105,0,0,2,11
41259,0.355,0.095,0.201,1,0,1,7
41260,0.275,0.07,0.1365,1,0,1,6
41261,0.605,0.155,1.056,0,1,0,10
41262,0.685,0.18,1.529,0,1,2,17
41263,0.61,0.15,1.0485,0,1,0,9
41264,0.555,0.125,0.8665,1,0,0,9
